sale_rcn_id,name,amount,amount_sqm,floor_number,rooms_number,type,currency,size,creation_date,invest_name,invest_city
237158,146518_8.0110.73_BUD.22_LOK,1782221.38,28017.94,3,2,mieszkalna,PLN,63.61,2025-10-22,Ulica Chmielna 108,Warszawa
255605,146518_8.0110.73_BUD.67_LOK,2165932.42,28608.27,7,3,mieszkalna,PLN,75.71,2025-10-22,Ulica Chmielna 108,Warszawa
253562,146502_8.1305.122_BUD.26_LOK,839026.0,16393.63,5,3,mieszkalna,PLN,51.18,2025-10-22,Ulica Lazurowa 15B,Warszawa
257865,146514_8.1299.129_BUD.47_LOK,589054.18,15173.99,5,2,mieszkalna,PLN,38.82,2025-10-22,Ulica Poematu 3,Warszawa
253563,146502_8.1305.122_BUD.73_LOK,1334892.88,16297.07,3,4,mieszkalna,PLN,81.91,2025-10-22,Ulica Lazurowa 15B,Warszawa
255151,146512_8.0909.379_BUD.76_LOK,609611.61,13115.57,2,2,mieszkalna,PLN,46.48,2025-10-22,Ulica Edwarda Habicha 5,Warszawa
255606,146518_8.0110.74_BUD.51_LOK,1835632.78,27939.62,5,3,mieszkalna,PLN,65.7,2025-10-22,Ulica Chmielna 108A,Warszawa
257864,146514_8.1299.129_BUD.34_LOK,639008.43,13924.79,4,2,mieszkalna,PLN,45.89,2025-10-22,Ulica Poematu 3,Warszawa
254835,146514_8.1299.129_BUD.24_LOK,643506.5,14016.7,3,3,mieszkalna,PLN,45.91,2025-10-22,Ulica Poematu 3,Warszawa
257863,146514_8.1299.129_BUD.81_LOK,679403.0,12792.37,4,3,mieszkalna,PLN,53.11,2025-10-22,Ulica Poematu 3,Warszawa
253740,146517_8.0721.60_BUD.30_LOK,981000.0,18268.16,4,3,mieszkalna,PLN,53.7,2025-10-22,Ulica Wschodu Słońca 11A,Warszawa
245274,146503_8.1611.103_BUD.29_LOK,589765.5,12848.92,1,2,mieszkalna,PLN,45.9,2025-10-22,Ulica Marii Callas 10A,Warszawa
250063,146507_8.0606.186_BUD.106_LOK,537251.0,16900.0,7,2,mieszkalna,PLN,31.79,2025-10-22,Ulica Władysława Umińskiego 2,Warszawa
239742,146514_8.1138.400_BUD.6_LOK,1365000.0,15657.26,2,4,mieszkalna,PLN,87.18,2025-10-22,Ulica Czarnołęcka 12,Warszawa
257745,146505_8.0707.1198_BUD.31_LOK,755000.0,19084.93,3,2,mieszkalna,PLN,39.56,2025-10-22,Ulica Grejpfrutowa 1,Warszawa
252362,146503_8.1636.253_BUD.12_LOK,694629.81,12801.88,2,2,mieszkalna,PLN,54.26,2025-10-22,Ulica Głębocka 113,Warszawa
