,amount,floor_number,rooms_number,size,month,year,Wartość
15053,372074.64,2,2,43.67,2,2018,1.4000000000000057
15054,373097.76,1,2,43.8,2,2018,1.4000000000000057
15055,373950.36,1,2,43.83,2,2018,1.4000000000000057
15056,384959.19,6,2,44.11,2,2018,1.4000000000000057
15057,242000.0,5,3,38.0,2,2018,1.4000000000000057
15058,709988.76,5,4,80.24,2,2018,1.4000000000000057
15059,340000.0,3,2,46.98,2,2018,1.4000000000000057
15060,275000.0,1,3,37.2,2,2018,1.4000000000000057
15061,600000.0,1,3,78.73,2,2018,1.4000000000000057
15062,348000.0,3,4,68.0,2,2018,1.4000000000000057
15063,480000.0,2,3,53.65,2,2018,1.4000000000000057
15064,220000.0,3,1,29.82,2,2018,1.4000000000000057
15065,345000.0,4,3,37.7,2,2018,1.4000000000000057
15066,555000.0,5,3,47.96,2,2018,1.4000000000000057
15067,1100000.0,5,4,88.23,2,2018,1.4000000000000057
15068,300000.0,5,3,50.2,2,2018,1.4000000000000057
15069,554857.38,2,3,73.73,2,2018,1.4000000000000057
15070,317490.0,6,3,49.5,2,2018,1.4000000000000057
15071,250455.0,6,1,29.36,2,2018,1.4000000000000057
15072,250455.0,7,1,29.36,2,2018,1.4000000000000057
15073,577000.0,4,3,63.13,2,2018,1.4000000000000057
15074,784996.0,2,3,92.98,2,2018,1.4000000000000057
15075,453291.33,9,2,46.91,2,2018,1.4000000000000057
15076,581911.2,6,3,62.7,2,2018,1.4000000000000057
15077,270621.04,6,3,49.35,2,2018,1.4000000000000057
15078,275000.0,2,2,39.77,2,2018,1.4000000000000057
15079,475000.0,6,4,66.7,2,2018,1.4000000000000057
15080,440000.0,4,3,51.5,2,2018,1.4000000000000057
15081,371702.0,9,3,50.23,2,2018,1.4000000000000057
15082,449000.0,6,2,40.58,4,2017,2.0
15083,490000.0,3,3,46.06,2,2018,1.4000000000000057
15084,440000.0,5,3,44.07,2,2018,1.4000000000000057
15085,276000.0,3,2,44.3,2,2018,1.4000000000000057
15086,540000.0,5,5,80.36,2,2018,1.4000000000000057
15087,456108.61,4,3,66.79,2,2018,1.4000000000000057
15088,334000.0,8,3,56.9,2,2018,1.4000000000000057
15089,370000.0,1,2,44.23,2,2018,1.4000000000000057
15090,800000.0,2,3,64.95,2,2018,1.4000000000000057
15091,240948.18,5,2,33.46,2,2018,1.4000000000000057
15092,272256.85,1,2,35.64,2,2018,1.4000000000000057
15093,391500.0,2,3,59.57,2,2018,1.4000000000000057
15094,990000.0,3,2,78.85,2,2018,1.4000000000000057
15095,815321.04,1,4,95.92,2,2018,1.4000000000000057
15096,456202.21,7,2,50.07,2,2018,1.4000000000000057
15097,638580.6,4,3,74.15,2,2018,1.4000000000000057
15098,311500.14,3,2,44.01,2,2018,1.4000000000000057
15099,363500.0,5,3,43.49,1,2018,1.9000000000000057
15100,475000.0,4,3,64.88,1,2018,1.9000000000000057
15101,271458.88,5,2,38.32,1,2018,1.9000000000000057
15102,314433.0,2,2,46.12,1,2018,1.9000000000000057
15103,621602.31,7,4,88.11,1,2018,1.9000000000000057
15104,207000.0,3,3,31.35,1,2018,1.9000000000000057
15105,601146.62,6,4,61.51,1,2018,1.9000000000000057
15106,772962.8,5,4,89.54,1,2018,1.9000000000000057
15107,250000.0,4,1,33.29,1,2018,1.9000000000000057
15108,341000.0,1,2,53.15,1,2018,1.9000000000000057
15109,438292.3,3,3,52.94,1,2018,1.9000000000000057
15110,335000.0,14,3,37.35,1,2018,1.9000000000000057
15111,539000.0,4,3,50.6,1,2018,1.9000000000000057
15112,255000.0,5,2,33.7,1,2018,1.9000000000000057
15113,456000.0,4,4,55.1,1,2018,1.9000000000000057
15114,255000.0,2,4,44.96,1,2018,1.9000000000000057
15115,215000.0,4,3,35.3,1,2018,1.9000000000000057
15116,330730.97,3,2,46.74,1,2018,1.9000000000000057
15117,312858.75,4,2,43.98,1,2018,1.9000000000000057
15118,624775.8,2,4,74.82,1,2018,1.9000000000000057
15119,624415.8,3,4,74.87,1,2018,1.9000000000000057
15120,364198.59,3,2,47.58,1,2018,1.9000000000000057
15121,381294.08,4,3,52.14,1,2018,1.9000000000000057
15122,355000.0,4,2,40.17,1,2018,1.9000000000000057
15123,190000.0,3,4,68.6,1,2018,1.9000000000000057
15124,490000.0,3,3,59.73,1,2018,1.9000000000000057
15125,458146.63,16,4,72.12,1,2018,1.9000000000000057
15126,300000.0,3,4,51.48,1,2018,1.9000000000000057
15127,520000.0,3,4,71.1,1,2018,1.9000000000000057
15128,455000.0,10,5,83.28,1,2018,1.9000000000000057
15129,435000.0,8,5,59.26,1,2018,1.9000000000000057
15130,350000.0,5,3,47.82,1,2018,1.9000000000000057
15131,843000.0,1,4,94.1,1,2018,1.9000000000000057
15132,390000.0,2,4,60.8,1,2018,1.9000000000000057
15133,602500.0,1,3,49.22,1,2018,1.9000000000000057
15134,279000.0,5,3,37.5,1,2018,1.9000000000000057
15135,447173.04,1,4,55.01,1,2018,1.9000000000000057
15136,494099.18,3,4,65.73,1,2018,1.9000000000000057
15137,778645.2,6,5,90.86,1,2018,1.9000000000000057
15138,358000.0,11,4,56.0,1,2018,1.9000000000000057
15139,499378.94,3,3,56.45,1,2018,1.9000000000000057
15140,353874.05,5,2,41.62,1,2018,1.9000000000000057
15141,220000.0,11,3,30.64,1,2018,1.9000000000000057
15142,360500.0,3,3,55.91,1,2018,1.9000000000000057
15143,424917.36,1,2,42.52,1,2018,1.9000000000000057
15144,512061.0,3,3,65.0,1,2018,1.9000000000000057
15145,830945.74,6,4,86.71,1,2018,1.9000000000000057
15146,630000.0,5,4,71.42,1,2018,1.9000000000000057
15147,285000.0,10,4,47.37,1,2018,1.9000000000000057
15148,415168.55,3,3,65.43,1,2018,1.9000000000000057
15149,272000.0,2,3,38.08,1,2018,1.9000000000000057
15150,398000.0,5,3,50.1,1,2018,1.9000000000000057
15151,649000.0,1,3,80.37,1,2018,1.9000000000000057
15152,315000.0,1,2,49.53,1,2018,1.9000000000000057
15153,315000.0,3,2,49.7,1,2018,1.9000000000000057
15154,380496.7,14,3,45.83,1,2018,1.9000000000000057
15155,340000.0,2,2,36.8,1,2018,1.9000000000000057
15156,408168.77,1,3,68.6,1,2018,1.9000000000000057
15157,277455.29,4,2,43.13,1,2018,1.9000000000000057
15158,325355.13,1,3,57.5,1,2018,1.9000000000000057
15159,363000.0,8,1,29.67,1,2018,1.9000000000000057
15160,577301.2,8,3,58.43,1,2018,1.9000000000000057
15161,379212.28,2,3,51.52,1,2018,1.9000000000000057
15162,424304.24,6,3,52.02,1,2018,1.9000000000000057
15163,273554.1,7,2,40.89,1,2018,1.9000000000000057
15164,233347.48,3,2,36.52,1,2018,1.9000000000000057
15165,302825.13,3,3,47.37,1,2018,1.9000000000000057
15166,174811.2,4,1,27.66,1,2018,1.9000000000000057
15167,341742.4,3,3,49.01,1,2018,1.9000000000000057
15168,301021.0,1,3,46.87,1,2018,1.9000000000000057
15169,358742.0,4,3,58.44,1,2018,1.9000000000000057
15170,393642.0,3,3,61.41,1,2018,1.9000000000000057
15171,318425.48,3,3,49.54,1,2018,1.9000000000000057
15172,506775.49,2,5,81.02,1,2018,1.9000000000000057
15173,189278.4,4,2,34.65,1,2018,1.9000000000000057
15174,556543.2,4,5,80.67,1,2018,1.9000000000000057
15175,185666.0,6,2,29.27,1,2018,1.9000000000000057
15176,289176.29,5,3,45.78,1,2018,1.9000000000000057
15177,330000.0,1,2,29.18,1,2018,1.9000000000000057
15178,600000.0,4,3,58.17,1,2018,1.9000000000000057
15179,293000.0,2,3,37.05,1,2018,1.9000000000000057
15180,425000.0,3,3,40.5,1,2018,1.9000000000000057
15181,795000.0,4,3,82.6,1,2018,1.9000000000000057
15182,302124.0,3,1,33.2,1,2018,1.9000000000000057
15183,354672.85,3,2,37.19,1,2018,1.9000000000000057
15184,340000.0,2,2,27.26,1,2018,1.9000000000000057
15185,181260.0,6,2,31.7,1,2018,1.9000000000000057
15186,245457.78,8,1,32.31,1,2018,1.9000000000000057
15187,248910.54,2,2,39.34,1,2018,1.9000000000000057
15188,470645.7,2,3,58.13,1,2018,1.9000000000000057
15189,512000.0,1,3,57.31,1,2018,1.9000000000000057
15190,689587.42,4,4,83.57,1,2018,1.9000000000000057
15191,409000.0,3,3,54.81,1,2018,1.9000000000000057
15192,272568.0,4,2,41.55,1,2018,1.9000000000000057
15193,465000.0,2,4,57.12,1,2018,1.9000000000000057
15194,410000.0,2,4,69.1,12,2017,2.0999999999999943
15195,447000.0,16,2,39.2,12,2017,2.0999999999999943
15196,308237.38,2,1,27.98,12,2017,2.0999999999999943
15197,714437.7,5,4,82.0,12,2017,2.0999999999999943
15198,287000.0,7,2,27.6,12,2017,2.0999999999999943
15199,450000.0,7,2,45.02,12,2017,2.0999999999999943
15200,395000.0,3,4,48.9,12,2017,2.0999999999999943
15201,360000.0,5,4,57.0,12,2017,2.0999999999999943
15202,280000.0,1,2,41.59,12,2017,2.0999999999999943
15203,206000.0,2,1,31.7,12,2017,2.0999999999999943
15204,314000.0,13,3,47.6,12,2017,2.0999999999999943
15205,240000.0,1,2,40.02,12,2017,2.0999999999999943
15206,360000.0,2,3,45.09,12,2017,2.0999999999999943
15207,200000.0,5,1,29.19,12,2017,2.0999999999999943
15208,356000.0,2,2,49.72,12,2017,2.0999999999999943
15209,290000.0,5,4,46.7,12,2017,2.0999999999999943
15210,480728.0,3,3,69.52,12,2017,2.0999999999999943
15211,555120.79,6,3,74.31,12,2017,2.0999999999999943
15212,390165.54,4,2,46.31,12,2017,2.0999999999999943
15213,200000.0,5,2,55.04,12,2017,2.0999999999999943
15214,572846.7,4,3,83.15,12,2017,2.0999999999999943
15215,471708.34,5,4,72.6,12,2017,2.0999999999999943
15216,264962.0,4,1,36.56,12,2017,2.0999999999999943
15217,622680.0,1,4,88.7,12,2017,2.0999999999999943
15218,575484.0,5,3,68.51,12,2017,2.0999999999999943
15219,465000.0,4,3,70.05,12,2017,2.0999999999999943
15220,230000.0,3,4,32.6,12,2017,2.0999999999999943
15221,449581.3,4,3,63.59,12,2017,2.0999999999999943
15222,467553.9,3,3,72.68,12,2017,2.0999999999999943
15223,568975.77,4,4,77.66,12,2017,2.0999999999999943
15224,565425.0,1,4,84.0,12,2017,2.0999999999999943
15225,404453.2,3,3,66.85,12,2017,2.0999999999999943
15226,667825.0,2,4,77.9,12,2017,2.0999999999999943
15227,630000.0,0,3,66.96,12,2017,2.0999999999999943
15228,210000.0,4,2,26.65,12,2017,2.0999999999999943
15229,292000.0,5,3,35.83,12,2017,2.0999999999999943
15230,300000.0,5,5,54.7,12,2017,2.0999999999999943
15231,150000.0,2,2,30.47,12,2017,2.0999999999999943
15232,200000.0,6,2,46.2,12,2017,2.0999999999999943
15233,384427.62,3,2,39.44,12,2017,2.0999999999999943
15234,230000.0,6,2,51.3,12,2017,2.0999999999999943
15235,191331.2,16,1,23.76,12,2017,2.0999999999999943
15236,166219.2,3,1,23.8,12,2017,2.0999999999999943
15237,171769.54,5,1,23.93,12,2017,2.0999999999999943
15238,189685.44,4,1,27.16,12,2017,2.0999999999999943
15239,190244.16,4,1,27.24,12,2017,2.0999999999999943
15240,190453.68,5,1,27.27,12,2017,2.0999999999999943
15241,196344.0,4,1,27.27,12,2017,2.0999999999999943
15242,196344.0,5,1,27.27,12,2017,2.0999999999999943
15243,206856.58,12,1,27.27,12,2017,2.0999999999999943
15244,314800.42,9,2,40.92,12,2017,2.0999999999999943
15245,358087.44,10,3,45.95,12,2017,2.0999999999999943
15246,352691.23,6,1,29.13,12,2017,2.0999999999999943
15247,311774.9,5,1,34.0,12,2017,2.0999999999999943
15248,408577.03,8,2,34.1,12,2017,2.0999999999999943
15249,384825.64,6,2,34.23,12,2017,2.0999999999999943
15250,421675.06,6,2,38.47,12,2017,2.0999999999999943
15251,453981.69,7,2,38.62,12,2017,2.0999999999999943
15252,679605.19,7,3,68.36,12,2017,2.0999999999999943
15253,748822.32,4,3,84.13,12,2017,2.0999999999999943
15254,390000.0,1,4,47.07,12,2017,2.0999999999999943
15255,345000.0,2,3,51.5,12,2017,2.0999999999999943
15256,471953.13,3,3,68.27,12,2017,2.0999999999999943
15257,679978.0,4,4,99.11,12,2017,2.0999999999999943
15258,430000.0,3,2,52.91,12,2017,2.0999999999999943
15259,270000.0,2,3,55.0,12,2017,2.0999999999999943
15260,400000.0,2,2,49.0,12,2017,2.0999999999999943
15261,288285.85,4,2,46.2,12,2017,2.0999999999999943
15262,255000.0,8,2,25.77,12,2017,2.0999999999999943
15263,260466.03,4,2,40.59,12,2017,2.0999999999999943
15264,587976.0,4,3,54.57,12,2017,2.0999999999999943
15265,804826.39,4,3,82.17,12,2017,2.0999999999999943
15266,271666.64,2,1,34.72,12,2017,2.0999999999999943
15267,424420.38,3,3,66.14,12,2017,2.0999999999999943
15268,565929.21,3,5,85.89,12,2017,2.0999999999999943
15269,337000.0,5,3,46.4,12,2017,2.0999999999999943
15270,423446.0,1,3,53.46,12,2017,2.0999999999999943
15271,274912.0,3,2,38.72,12,2017,2.0999999999999943
15272,370043.0,4,2,50.9,12,2017,2.0999999999999943
15273,367000.0,2,4,46.8,12,2017,2.0999999999999943
15274,576000.0,11,3,50.06,12,2017,2.0999999999999943
15275,532500.54,6,3,77.49,12,2017,2.0999999999999943
15276,375000.0,2,3,43.57,12,2017,2.0999999999999943
15277,439699.46,2,3,58.5,12,2017,2.0999999999999943
15278,655386.85,3,4,80.75,12,2017,2.0999999999999943
15279,615167.24,2,4,84.42,12,2017,2.0999999999999943
15280,410000.0,2,3,60.7,12,2017,2.0999999999999943
15281,465000.0,4,4,71.84,12,2017,2.0999999999999943
15282,348662.21,2,3,51.0,12,2017,2.0999999999999943
15283,327632.7,9,2,46.1,12,2017,2.0999999999999943
15284,306800.43,8,2,46.12,12,2017,2.0999999999999943
15285,318322.58,6,2,49.34,12,2017,2.0999999999999943
15286,440000.0,8,5,64.71,12,2017,2.0999999999999943
15287,959790.0,0,3,83.46,12,2017,2.0999999999999943
15288,502022.88,1,3,58.84,12,2017,2.0999999999999943
15289,280000.0,6,2,31.42,12,2017,2.0999999999999943
15290,521932.93,3,3,72.65,12,2017,2.0999999999999943
15291,734192.0,2,4,84.12,12,2017,2.0999999999999943
15292,513000.0,12,3,47.9,12,2017,2.0999999999999943
15293,1228210.39,35,2,62.4,12,2017,2.0999999999999943
15294,1010000.0,3,5,83.55,12,2017,2.0999999999999943
15295,468000.0,1,4,75.43,12,2017,2.0999999999999943
15296,340000.0,1,3,69.65,12,2017,2.0999999999999943
15297,536500.0,3,3,78.2,12,2017,2.0999999999999943
15298,484000.0,4,3,84.89,12,2017,2.0999999999999943
15299,335000.0,1,3,66.64,12,2017,2.0999999999999943
15300,285000.0,2,2,29.6,12,2017,2.0999999999999943
15301,384000.0,5,4,54.4,12,2017,2.0999999999999943
15302,600000.0,2,1,34.23,12,2017,2.0999999999999943
15303,170000.0,3,3,45.22,12,2017,2.0999999999999943
15304,530000.0,3,3,73.0,12,2017,2.0999999999999943
15305,600000.0,3,3,62.54,12,2017,2.0999999999999943
15306,326800.0,3,1,29.03,12,2017,2.0999999999999943
15307,210000.0,9,3,48.3,12,2017,2.0999999999999943
15308,275000.0,2,2,38.0,12,2017,2.0999999999999943
15309,185000.0,2,3,49.8,12,2017,2.0999999999999943
15310,315000.0,3,3,41.43,12,2017,2.0999999999999943
15311,301000.0,2,3,45.2,12,2017,2.0999999999999943
15312,415000.0,3,3,51.81,12,2017,2.0999999999999943
15313,499000.0,2,2,55.28,12,2017,2.0999999999999943
15314,380000.0,3,1,33.02,12,2017,2.0999999999999943
15315,750000.0,2,2,60.87,12,2017,2.0999999999999943
15316,325113.6,5,3,57.8,12,2017,2.0999999999999943
15317,331146.35,10,2,43.56,12,2017,2.0999999999999943
15318,340122.24,14,2,43.61,12,2017,2.0999999999999943
15319,337985.64,11,2,44.27,12,2017,2.0999999999999943
15320,603500.0,1,2,52.76,12,2017,2.0999999999999943
15321,259507.23,1,2,40.34,12,2017,2.0999999999999943
15322,215000.0,8,3,32.2,12,2017,2.0999999999999943
15323,350000.0,2,3,46.97,12,2017,2.0999999999999943
15324,363214.0,5,3,44.82,12,2017,2.0999999999999943
15325,385000.0,7,4,48.9,12,2017,2.0999999999999943
15326,310000.0,5,3,35.8,12,2017,2.0999999999999943
15327,500000.0,4,2,51.14,2,2017,2.200000000000003
15328,284000.0,2,2,47.96,12,2017,2.0999999999999943
15329,260000.0,1,2,26.79,12,2017,2.0999999999999943
15330,249000.0,2,3,39.6,12,2017,2.0999999999999943
15331,534286.14,4,4,75.81,12,2017,2.0999999999999943
15332,450000.0,3,3,50.81,12,2017,2.0999999999999943
15333,217000.0,9,2,31.21,12,2017,2.0999999999999943
15334,208000.0,11,3,37.9,12,2017,2.0999999999999943
15335,200000.0,5,3,59.49,12,2017,2.0999999999999943
15336,295339.35,4,2,36.03,12,2017,2.0999999999999943
15337,530475.0,4,4,64.3,12,2017,2.0999999999999943
15338,535000.0,4,3,56.7,12,2017,2.0999999999999943
15339,427503.29,19,2,54.19,12,2017,2.0999999999999943
15340,526444.43,24,2,56.18,12,2017,2.0999999999999943
15341,496016.84,19,3,65.36,12,2017,2.0999999999999943
15342,618407.9,22,3,73.94,12,2017,2.0999999999999943
15343,365996.52,5,2,40.31,12,2017,2.0999999999999943
15344,359856.0,3,2,42.74,12,2017,2.0999999999999943
15345,388558.72,4,2,45.52,12,2017,2.0999999999999943
15346,460263.06,6,3,54.63,12,2017,2.0999999999999943
15347,654843.2,4,4,79.27,12,2017,2.0999999999999943
15348,798193.04,7,5,89.77,12,2017,2.0999999999999943
15349,145680.0,6,1,24.28,12,2017,2.0999999999999943
15350,224163.0,3,1,31.83,12,2017,2.0999999999999943
15351,350000.0,3,2,39.62,12,2017,2.0999999999999943
15352,517330.16,8,3,50.6,12,2017,2.0999999999999943
15353,279271.78,3,2,30.68,12,2017,2.0999999999999943
15354,200000.0,4,2,25.3,12,2017,2.0999999999999943
15355,397400.0,2,2,46.55,12,2017,2.0999999999999943
15356,483268.8,3,5,90.3,12,2017,2.0999999999999943
15357,278500.0,10,3,36.73,12,2017,2.0999999999999943
15358,260000.0,4,2,28.13,12,2017,2.0999999999999943
15359,316500.0,3,2,49.41,12,2017,2.0999999999999943
15360,390000.0,4,1,25.5,12,2017,2.0999999999999943
15361,405000.0,1,3,48.49,12,2017,2.0999999999999943
15362,370000.0,2,3,50.7,12,2017,2.0999999999999943
15363,350000.0,3,3,50.1,12,2017,2.0999999999999943
15364,382000.0,10,3,47.95,12,2017,2.0999999999999943
15365,374000.0,3,2,33.42,12,2017,2.0999999999999943
15366,630021.0,3,4,64.52,12,2017,2.0999999999999943
15367,240700.0,2,1,31.0,12,2017,2.0999999999999943
15368,199000.0,4,1,27.82,12,2017,2.0999999999999943
15369,285000.0,3,3,37.5,12,2017,2.0999999999999943
15370,361125.0,4,3,46.82,12,2017,2.0999999999999943
15371,380224.5,3,3,47.01,12,2017,2.0999999999999943
15372,405000.0,2,4,57.1,12,2017,2.0999999999999943
15373,435000.0,1,3,44.52,12,2017,2.0999999999999943
15374,390000.0,4,4,52.95,12,2017,2.0999999999999943
15375,372000.0,1,3,51.0,12,2017,2.0999999999999943
15376,334303.2,3,2,46.9,12,2017,2.0999999999999943
15377,209729.97,4,2,31.21,12,2017,2.0999999999999943
15378,525412.0,5,3,57.11,12,2017,2.0999999999999943
15379,721764.0,2,4,88.02,12,2017,2.0999999999999943
15380,708264.0,3,5,98.57,12,2017,2.0999999999999943
15381,796633.38,9,4,80.18,12,2017,2.0999999999999943
15382,320000.0,2,2,47.03,12,2017,2.0999999999999943
15383,230000.0,1,2,35.52,12,2017,2.0999999999999943
15384,525000.0,3,3,57.2,12,2017,2.0999999999999943
15385,514250.0,3,4,72.49,12,2017,2.0999999999999943
15386,587512.44,3,3,83.15,12,2017,2.0999999999999943
15387,497047.23,6,3,55.55,12,2017,2.0999999999999943
15388,240000.0,1,3,39.3,12,2017,2.0999999999999943
15389,670000.0,8,2,59.65,12,2017,2.0999999999999943
15390,523588.81,2,3,70.01,12,2017,2.0999999999999943
15391,300000.0,2,2,36.46,12,2017,2.0999999999999943
15392,215000.0,4,1,24.14,12,2017,2.0999999999999943
15393,355000.0,7,1,38.29,12,2017,2.0999999999999943
15394,440000.0,7,2,47.73,12,2017,2.0999999999999943
15395,490000.0,7,2,57.5,12,2017,2.0999999999999943
15396,620000.0,11,3,55.6,12,2017,2.0999999999999943
15397,660000.0,13,3,58.9,12,2017,2.0999999999999943
15398,722239.56,6,4,85.68,12,2017,2.0999999999999943
15399,637281.6,2,4,82.51,12,2017,2.0999999999999943
15400,348840.0,7,3,51.3,12,2017,2.0999999999999943
15401,475946.48,22,2,56.14,12,2017,2.0999999999999943
15402,235000.0,2,1,27.7,12,2017,2.0999999999999943
15403,410000.0,2,3,55.65,12,2017,2.0999999999999943
15404,287000.0,3,3,38.12,12,2017,2.0999999999999943
15405,368000.0,3,3,47.0,12,2017,2.0999999999999943
15406,750000.0,4,4,68.24,12,2017,2.0999999999999943
15407,390000.0,0,2,33.26,12,2017,2.0999999999999943
15408,179400.0,2,3,59.2,12,2017,2.0999999999999943
15409,595000.0,6,5,59.97,12,2017,2.0999999999999943
15410,245000.0,2,3,41.59,12,2017,2.0999999999999943
15411,310000.0,5,2,33.62,12,2017,2.0999999999999943
15412,407380.0,2,2,54.06,12,2017,2.0999999999999943
15413,285800.0,2,1,26.12,12,2017,2.0999999999999943
15414,405000.0,5,2,37.0,12,2017,2.0999999999999943
15415,590000.0,7,3,67.7,12,2017,2.0999999999999943
15416,405000.0,1,2,48.03,12,2017,2.0999999999999943
15417,300000.0,10,3,42.0,12,2017,2.0999999999999943
15418,308000.0,5,3,49.34,12,2017,2.0999999999999943
15419,428976.0,2,3,67.03,12,2017,2.0999999999999943
15420,212544.0,4,1,28.43,12,2017,2.0999999999999943
15421,374324.61,3,4,59.42,12,2017,2.0999999999999943
15422,370188.0,2,2,44.18,12,2017,2.0999999999999943
15423,480420.0,3,3,56.54,12,2017,2.0999999999999943
15424,307500.0,3,3,46.73,12,2017,2.0999999999999943
15425,940000.0,1,5,98.8,12,2017,2.0999999999999943
15426,270000.0,4,4,54.0,12,2017,2.0999999999999943
15427,292500.0,2,2,38.2,12,2017,2.0999999999999943
15428,400000.0,3,3,50.1,12,2017,2.0999999999999943
15429,517074.0,1,3,59.62,12,2017,2.0999999999999943
15430,200000.0,2,2,34.88,12,2017,2.0999999999999943
15431,365000.0,7,4,60.1,12,2017,2.0999999999999943
15432,530000.0,3,4,58.0,12,2017,2.0999999999999943
15433,235000.0,6,3,38.0,12,2017,2.0999999999999943
15434,560000.0,5,4,71.6,12,2017,2.0999999999999943
15435,810000.0,4,4,87.8,12,2017,2.0999999999999943
15436,420000.0,1,4,50.14,12,2017,2.0999999999999943
15437,365000.0,9,3,43.72,12,2017,2.0999999999999943
15438,285000.0,3,2,30.5,12,2017,2.0999999999999943
15439,550000.0,9,5,63.7,12,2017,2.0999999999999943
15440,556555.69,2,3,55.23,12,2017,2.0999999999999943
15441,565048.85,3,3,55.4,12,2017,2.0999999999999943
15442,918289.53,4,2,89.76,12,2017,2.0999999999999943
15443,513133.94,4,3,65.98,12,2017,2.0999999999999943
15444,325000.0,4,2,36.72,12,2017,2.0999999999999943
15445,610000.0,2,4,68.62,12,2017,2.0999999999999943
15446,420000.0,1,4,61.17,8,2017,1.7999999999999972
15447,190000.0,12,1,21.45,12,2017,2.0999999999999943
15448,322000.0,12,2,38.9,12,2017,2.0999999999999943
15449,525000.0,4,2,51.1,12,2017,2.0999999999999943
15450,360000.0,6,3,43.33,12,2017,2.0999999999999943
15451,420000.0,4,2,55.84,12,2017,2.0999999999999943
15452,370800.0,2,3,60.92,12,2017,2.0999999999999943
15453,616155.0,1,4,91.35,12,2017,2.0999999999999943
15454,284917.57,2,2,44.3,12,2017,2.0999999999999943
15455,318000.0,6,3,37.0,12,2017,2.0999999999999943
15456,210000.0,9,1,24.4,12,2017,2.0999999999999943
15457,275000.0,6,2,32.16,12,2017,2.0999999999999943
15458,446251.49,1,3,67.53,12,2017,2.0999999999999943
15459,410000.0,4,3,51.72,12,2017,2.0999999999999943
15460,727864.21,8,4,82.77,12,2017,2.0999999999999943
15461,388902.36,5,2,41.27,12,2017,2.0999999999999943
15462,670775.0,7,4,88.13,12,2017,2.0999999999999943
15463,211456.0,3,2,35.84,12,2017,2.0999999999999943
15464,325000.0,3,3,38.75,12,2017,2.0999999999999943
15465,350000.0,4,2,38.0,12,2017,2.0999999999999943
15466,469000.0,2,2,55.6,12,2017,2.0999999999999943
15467,500000.0,4,4,65.52,12,2017,2.0999999999999943
15468,395200.0,2,2,50.71,12,2017,2.0999999999999943
15469,434500.0,3,3,56.18,12,2017,2.0999999999999943
15470,285000.0,6,1,26.77,12,2017,2.0999999999999943
15471,262000.0,3,2,40.3,12,2017,2.0999999999999943
15472,86000.0,2,2,36.2,12,2017,2.0999999999999943
15473,234000.0,10,2,25.71,12,2017,2.0999999999999943
15474,205000.0,3,2,24.11,12,2017,2.0999999999999943
15475,609451.0,3,4,78.96,12,2017,2.0999999999999943
15476,480000.0,1,4,90.49,12,2017,2.0999999999999943
15477,384428.16,1,2,46.22,12,2017,2.0999999999999943
15478,376193.37,2,2,46.44,12,2017,2.0999999999999943
15479,208051.2,3,2,34.4,12,2017,2.0999999999999943
15480,329729.62,6,2,43.6,12,2017,2.0999999999999943
15481,399000.0,3,3,56.09,12,2017,2.0999999999999943
15482,250000.0,8,3,37.9,12,2017,2.0999999999999943
15483,330000.0,4,3,45.8,12,2017,2.0999999999999943
15484,130000.0,1,2,34.4,12,2017,2.0999999999999943
15485,329168.46,3,1,28.11,12,2017,2.0999999999999943
15486,296613.24,8,1,29.18,12,2017,2.0999999999999943
15487,282299.42,2,2,32.37,12,2017,2.0999999999999943
15488,334245.8,4,1,33.19,12,2017,2.0999999999999943
15489,353185.68,4,2,37.26,12,2017,2.0999999999999943
15490,343637.72,2,2,37.43,12,2017,2.0999999999999943
15491,616846.56,4,3,66.8,12,2017,2.0999999999999943
15492,305000.0,6,3,46.7,12,2017,2.0999999999999943
15493,240000.0,4,3,37.6,12,2017,2.0999999999999943
15494,203000.0,5,3,34.62,12,2017,2.0999999999999943
15495,625000.0,6,4,79.23,12,2017,2.0999999999999943
15496,590959.91,3,3,62.13,12,2017,2.0999999999999943
15497,400000.0,3,3,51.24,12,2017,2.0999999999999943
15498,1112192.0,4,3,86.89,12,2017,2.0999999999999943
15499,210000.0,2,3,48.5,12,2017,2.0999999999999943
15500,750110.0,5,4,94.14,12,2017,2.0999999999999943
15501,348000.0,4,3,50.57,12,2017,2.0999999999999943
15502,600000.0,4,3,87.62,11,2017,2.5
15503,425000.0,12,4,57.05,11,2017,2.5
15504,190000.0,3,2,26.49,11,2017,2.5
15505,340000.0,6,4,48.01,11,2017,2.5
15506,463439.0,1,3,59.3,11,2017,2.5
15507,474705.0,1,3,62.68,11,2017,2.5
15508,409000.0,4,3,65.9,11,2017,2.5
15509,387000.0,3,2,48.83,11,2017,2.5
15510,464070.21,4,2,47.18,11,2017,2.5
15511,725047.39,6,3,73.5,11,2017,2.5
15512,475000.0,4,5,84.4,11,2017,2.5
15513,290000.0,2,2,45.48,11,2017,2.5
15514,390000.0,7,3,61.86,11,2017,2.5
15515,345000.0,5,3,56.8,11,2017,2.5
15516,354743.49,3,2,46.63,11,2017,2.5
15517,515314.77,4,4,72.0,11,2017,2.5
15518,539989.07,2,4,76.82,11,2017,2.5
15519,706375.18,1,4,82.76,11,2017,2.5
15520,284600.0,3,2,30.69,11,2017,2.5
15521,375100.0,3,3,45.24,2,2017,2.200000000000003
