sale_rcn_id,name,amount,amount_sqm,floor_number,rooms_number,type,currency,size,creation_date,invest_name,invest_city
254235,146512_8.0909.371_BUD.69_LOK,726039.81,13277.98,7,3,mieszkalna,PLN,54.68,2025-05-05,Ulica Giserska 9,Warszawa
238203,146503_8.0703.560_BUD.10_LOK,298424,11739.73,2,1,mieszkalna,PLN,25.42,2025-05-05,Ulica Pawła Włodkowica 9,Warszawa
238202,146503_8.0703.560_BUD.47_LOK,357490.5,13399.19,3,1,mieszkalna,PLN,26.68,2025-05-05,Ulica Pawła Włodkowica 9,Warszawa
203314,146514_8.1405.18/3.2_BUD.117_LOK,570000,11377.25,5,3,mieszkalna,PLN,50.1,2024-04-05,Ulica Wał Miedzeszyński 233a,Warszawa
219897,146505_8.0302.11_BUD.51_LOK,800000,16227.18,4,3,mieszkalna,PLN,49.3,2024-04-05,Ulica Iwicka 38,Warszawa
233306,146504_8.0703.71.1_BUD.11_LOK,680000,13333.33,1,3,mieszkalna,PLN,51,2024-04-05,Ulica Wrzeciono 2a,Warszawa
187309,146510_8.0306.27.1_BUD.24_LOK,750000,20570.49,3,2,mieszkalna,PLN,36.46,2024-04-05,Ulica Emilii Plater 36,Warszawa
222951,146513_8.0923.34/4.1_BUD.39_LOK,639000,15070.75,4,3,mieszkalna,PLN,42.4,2024-04-05,Ulica Gawota 6B,Warszawa
203130,146505_8.0127.118_BUD.5_LOK,1290000,17063.49,2,4,mieszkalna,PLN,75.6,2024-04-05,Ulica Rajska 1,Warszawa
193140,146505_8.0206.33_BUD.28_LOK,630000,17260.27,3,2,mieszkalna,PLN,36.5,2024-04-05,Ulica Antoniego Malczewskiego 47,Warszawa
202947,146514_8.1340.47/5.1_BUD.2_LOK,903500,14086.37,3,3,mieszkalna,PLN,64.14,2024-04-05,Ulica Motylkowa 11J,Warszawa
219882,146513_8.1113.118.1_BUD.9_LOK,1242000,16529.15,3,4,mieszkalna,PLN,75.14,2024-04-05,Ulica Stefana Dembego 8B,Warszawa
223150,146505_8.0120.36_BUD.24_LOK,830000,14954.95,2,3,mieszkalna,PLN,55.5,2024-04-05,Ulica Puławska 38,Warszawa
74551,146517_8.0910.6/8.2_BUD.677_LOK,600000,18159.81,0,2,mieszkalna,PLN,33.04,2020-11-23,Ulica Pola Karolińskie 2,Warszawa
212302,146513_8.1103.3/9.1_BUD.50_LOK,570000,13361.46,0,1,mieszkalna,PLN,42.66,2024-04-05,Ulica Braci Wagów 11,Warszawa
191958,146507_8.0607.7/1.1_BUD.11_LOK,955000,15207.01,4,4,mieszkalna,PLN,62.8,2024-04-05,Ulica Tadeusza Rechniewskiego 9B,Warszawa
229561,146517_8.0501.265/2.1_BUD.81_LOK,795000,19485.29,5,2,mieszkalna,PLN,40.8,2024-04-05,Ulica Klinkierowa 1,Warszawa
208551,146506_8.0316.18/1.1_BUD.68_LOK,770000,16616.31,1,2,mieszkalna,PLN,46.34,2024-04-05,Ulica Włodarzewska 76J,Warszawa
215686,146506_8.0314.52.1_BUD.27_LOK,658000,18364.5,5,3,mieszkalna,PLN,35.83,2024-04-05,Ulica Władysława Korotyńskiego 30,Warszawa
231316,146507_8.0502.72.1_BUD.11_LOK,280000,6182.38,2,3,mieszkalna,PLN,45.29,2024-04-05,Ulica Suchodolska 24,Warszawa
225943,146518_8.0204.15.1_BUD.89_LOK,275000,8172.36,3,3,mieszkalna,PLN,33.65,2024-04-05,Ulica Mordechaja Anielewicza 35,Warszawa
259752,146506_8.0313.24.1_BUD.82_LOK,425000,17924.93,6,1,mieszkalna,PLN,23.71,2024-04-05,Ulica Urbanistów 4,Warszawa
115640,146505_8.0523.38_BUD.6_LOK,1200000,13186.81,3,2,mieszkalna,PLN,91,2020-09-24,Ulica Orężna 3,Warszawa
205300,146502_8.1310.12/2.1_BUD.34_LOK,1100000,17158.01,4,3,mieszkalna,PLN,64.11,2024-04-05,Ulica Kopalniana 22,Warszawa
139363,146505_8.0407.60_BUD.98_LOK,863000,16567.48,7,3,mieszkalna,PLN,52.09,2017-12-19,Ulica Puławska 233,Warszawa
83522,146507_8.0111.39.3_BUD.110_LOK,750000,15306.12,5,3,mieszkalna,PLN,49,2017-10-27,Ulica Międzynarodowa 32/34A,Warszawa
225601,146511_8.0813.37/3.1_BUD.347_LOK,830000,16904.28,7,2,mieszkalna,PLN,49.1,2024-04-05,Ulica Rembielińska 20,Warszawa
205110,146507_8.0408.40.1_BUD.57_LOK,695000,12822.88,1,4,mieszkalna,PLN,54.2,2024-04-05,Ulica Augustyna Kordeckiego 79,Warszawa
149054,146503_8.0702.28.3_BUD.19_LOK,922500,14127.11,4,3,mieszkalna,PLN,65.3,2021-06-28,Ulica Marywilska 60B,Warszawa
211721,146507_8.0108.98.1_BUD.2_LOK,600000,20675.4,1,2,mieszkalna,PLN,29.02,2023-11-28,Ulica Obrońców 20,Warszawa
190948,146518_8.0109.15.1_BUD.18_LOK,530000,14600.55,3,3,mieszkalna,PLN,36.3,2023-11-28,Ulica Platynowa 6,Warszawa
213749,146511_8.1013.13.1_BUD.3_LOK,660000,11122.35,2,4,mieszkalna,PLN,59.34,2023-11-28,Ulica Smoleńska 73,Warszawa
211715,146514_8.1322.102/4.15_BUD.1_LOK,790000,10533.33,1,4,mieszkalna,PLN,75,2023-11-28,Ulica Wał Miedzeszyński 466R,Warszawa
219291,146508_8.1506.22.1_BUD.23_LOK,530000,14750.9,4,2,mieszkalna,PLN,35.93,2023-11-28,Ulica Kępna 13,Warszawa
221227,146507_8.0501.84/1.1_BUD.10_LOK,560000,21013.13,3,2,mieszkalna,PLN,26.65,2023-11-28,Ulica Dobrowoja 15,Warszawa
213766,146518_8.0713.42.1_BUD.12_LOK,565000,14398.57,4,2,mieszkalna,PLN,39.24,2023-11-28,Ulica Grabowska 4,Warszawa
219092,146505_8.0206.34_BUD.5_LOK,340000,6759.44,3,3,mieszkalna,PLN,50.3,2023-11-28,Ulica Antoniego Malczewskiego 49,Warszawa
198059,146511_8.0919.379.16_BUD.1_LOK,1032322.68,12369.07,1,3,mieszkalna,PLN,83.46,2023-11-28,Ulica Figara 22,Warszawa
189812,146503_8.0304.6.3_BUD.34_LOK,410000,10148.51,1,2,mieszkalna,PLN,40.4,2023-11-28,Ulica Erazma Z Zakroczymia 20,Warszawa
211357,146503_8.0634.3/17.3_BUD.44_LOK,635460,10500,1,3,mieszkalna,PLN,60.52,2023-11-28,Ulica Myśliborska 1,Warszawa
225215,146503_8.1610.50/7.1_BUD.32_LOK,412290,9000,1,2,mieszkalna,PLN,45.81,2023-11-28,Ulica Przejezdna 11,Warszawa
207046,146508_8.1805.9/7.11_BUD.22_LOK,641220,14540.14,3,2,mieszkalna,PLN,44.1,2023-11-28,Ulica Jagiellońska 77B,Warszawa
